title,app_id,app_type,developer,publisher,platforms,technologies,last_changenumber,last_record_update,release_date,positive_reviews_per,total_reviews,player_count_now,multiplayer,steam_trading_cards,valve_anti_cheat,in_app_purchases,steam_workshop,cloud_gaming,cross_platform_multiplayer,stats,remote_play_on_phone,remote_play_on_tablet,sys_date,href
FINAL FANTASY TACTICS - The Ivalice Chronicles,1004640,Game,Square Enix,Square Enix,Windows,,31724202,17 October 2025 – 09:53:16 UTC ( ),30 September 2025 – 15:57:47 UTC ( ),89.66,3531,,0,1,0,0,0,0,0,0,1,1,2025-10-25T19:36:00.694067,https://steamdb.info/app/1004640/charts/
OVR Advanced Settings,1009850,Application,OVRAS Team,OVRAS Team,Windows Linux,,28982432,14 May 2025 – 14:07:39 UTC ( ),14 April 2020 – 18:00:00 UTC ( ),92.16,4760,,0,0,0,0,0,0,0,0,0,0,2025-10-25T19:36:25.482296,https://steamdb.info/app/1009850/charts/
Kingdom Come: Deliverance,379430,Game,Warhorse Studios,"Warhorse Studios , Deep Silver",Windows,CryEngine Engine,29704405,23 June 2025 – 13:21:48 UTC ( ),13 February 2018 – 08:01:00 UTC ( ),84.22,168280,,0,1,0,0,0,1,0,0,0,0,2025-10-25T19:37:15.803885,https://steamdb.info/app/379430/charts/
Dyson Sphere Program,1366540,Game,Youthcat Studio,Gamirror Games,Windows,Unity Engine,31854776,23 October 2025 – 08:34:02 UTC ( ),21 January 2021 – 06:58:00 UTC ( ),97.59,87199,,0,0,0,0,0,1,0,0,0,0,2025-10-25T19:37:46.963987,https://steamdb.info/app/1366540/charts/
Enlisted,2051620,Game,Darkflow Software,Gaijin Network Ltd,Windows Linux,"BattlEye AntiCheat , Gaijin Launcher",31902127,25 October 2025 – 19:19:12 UTC ( ),16 July 2024 – 17:00:00 UTC ( ),79.92,34630,,1,0,0,1,0,0,1,0,0,0,2025-10-25T19:38:11.463909,https://steamdb.info/app/2051620/charts/
Halo: The Master Chief Collection,976730,Game,"343 Industries , Splash Damage , Ruffian Games , Bungie , Saber Interactive",Xbox Game Studios,Windows,"EasyAntiCheat AntiCheat , Unreal Engine , EpicOnlineServices SDK",31163610,17 September 2025 – 17:14:36 UTC ( ),3 December 2019 – 18:00:00 UTC ( ),92.29,247730,,1,1,0,0,1,1,0,0,0,0,2025-10-25T19:38:37.972657,https://steamdb.info/app/976730/charts/
Crosshair V2,2250040,Application,CenterPoint Gaming,CenterPoint Gaming,Windows,,30543198,12 August 2025 – 08:20:39 UTC ( ),27 January 2023 – 03:10:24 UTC ( ),89.94,9411,,0,0,0,0,0,0,0,0,0,0,2025-10-25T19:39:01.284916,https://steamdb.info/app/2250040/charts/
Call to Arms - Gates of Hell: Ostfront,400750,Game,"Barbedwire Studios , Digitalmindsoft",Digitalmindsoft,Windows,,31820882,21 October 2025 – 17:22:37 UTC ( ),11 June 2021 – 16:59:00 UTC ( ),84.12,26693,,1,1,0,0,1,1,0,0,0,0,2025-10-25T19:39:34.410879,https://steamdb.info/app/400750/charts/
The Planet Crafter,1284190,Game,Miju Games,Miju Games,Windows,Unity Engine,31860878,23 October 2025 – 14:09:09 UTC ( ),10 April 2024 – 13:54:00 UTC ( ),96.05,59560,,1,0,0,0,0,1,0,0,0,0,2025-10-25T19:39:57.486021,https://steamdb.info/app/1284190/charts/
Abiotic Factor,427410,Game,Deep Field Games,Playstack,Windows,"Unreal Engine , EpicOnlineServices SDK",31635702,13 October 2025 – 09:40:12 UTC ( ),22 July 2025 – 17:37:00 UTC ( ),95.68,42803,,1,1,0,0,0,1,0,0,0,0,2025-10-25T19:40:23.265910,https://steamdb.info/app/427410/charts/
Sniper Elite 5,1029690,Game,Rebellion,Rebellion,Windows,"EasyAntiCheat AntiCheat , Asura Engine , EpicOnlineServices SDK",31763107,20 October 2025 – 09:53:05 UTC ( ),26 May 2022 – 00:01:39 UTC ( ),83.19,24994,,1,1,0,1,0,1,0,0,0,0,2025-10-25T19:40:42.949295,https://steamdb.info/app/1029690/charts/
Assassin's Creed Shadows,3159330,Game,"Ubisoft Quebec , Ubisoft Belgrade , Ubisoft Bordeaux , Ubisoft Bucharest & Craiova , Ubisoft Chengdu , Ubisoft Montpellier , Ubisoft Montreal , Ubisoft Osaka , Ubisoft Philippines , Ubisoft Shanghai , Ubisoft Singapore , Ubisoft Sofia , Ubisoft Ukraine",Ubisoft,Windows,"UbisoftAnvil Engine , Ubisoft Launcher",31889574,24 October 2025 – 19:20:00 UTC ( ),20 March 2025 – 00:31:00 UTC ( ),77.78,27468,,0,1,0,1,0,1,0,0,0,0,2025-10-25T19:41:02.830442,https://steamdb.info/app/3159330/charts/
EVE Online,8500,Game,CCP,CCP,Windows macOS,,31793731,20 October 2025 – 13:53:03 UTC ( ),16 December 2010 – 02:52:00 UTC ( ),73.46,37235,,1,1,0,0,0,1,0,0,0,0,2025-10-25T19:41:49.896668,https://steamdb.info/app/8500/charts/
REMATCH,2138720,Game,Sloclap,"Sloclap , Kepler Interactive",Windows,"EasyAntiCheat AntiCheat , Unreal Engine , EpicOnlineServices SDK",31895902,25 October 2025 – 05:59:14 UTC ( ),19 June 2025 – 09:58:09 UTC ( ),68.96,39458,,1,0,0,1,0,1,1,0,0,0,2025-10-25T19:42:15.688988,https://steamdb.info/app/2138720/charts/
Age of Mythology: Retold,1934680,Game,"World's Edge , Forgotten Empires , Tantalus Media , CaptureAge , Virtuos Games",Xbox Game Studios,Windows,,31900862,25 October 2025 – 16:53:12 UTC ( ),4 September 2024 – 17:00:00 UTC ( ),90.27,19004,,1,0,0,0,0,1,0,0,0,0,2025-10-25T19:42:48.617129,https://steamdb.info/app/1934680/charts/
Microsoft Flight Simulator 2024,2537590,Game,Asobo Studio,Xbox Game Studios,Windows,Zouna Engine,31890416,24 October 2025 – 20:17:48 UTC ( ),19 November 2024 – 16:01:38 UTC ( ),49.71,15844,,1,0,0,1,0,1,1,0,0,0,2025-10-25T19:43:12.045242,https://steamdb.info/app/2537590/charts/
Fishing Planet,380600,Game,Fishing Planet LLC,Fishing Planet LLC,Windows macOS Linux,"Unity Engine , EpicOnlineServices SDK",31860791,23 October 2025 – 14:04:08 UTC ( ),28 August 2017 – 16:02:00 UTC ( ),86.75,69983,,1,1,0,1,0,0,0,0,0,0,2025-10-25T19:43:36.859088,https://steamdb.info/app/380600/charts/
Grounded,962130,Game,Obsidian Entertainment,Xbox Game Studios,Windows,Unreal Engine,31621786,12 October 2025 – 11:15:51 UTC ( ),27 September 2022 – 16:58:00 UTC ( ),89.63,89988,,1,1,0,0,0,1,0,0,0,1,2025-10-25T19:44:03.536701,https://steamdb.info/app/962130/charts/
Darkest Dungeon®,262060,Game,Red Hook Studios,Red Hook Studios,Windows macOS Linux,,30570726,13 August 2025 – 15:01:41 UTC ( ),19 January 2016 – 17:59:00 UTC ( ),91.66,153170,,0,1,0,0,0,1,0,0,0,1,2025-10-25T19:44:41.101921,https://steamdb.info/app/262060/charts/
Middle-earth™: Shadow of War™,356190,Game,Monolith Productions,WB Games,Windows,LithTech Engine,29012306,15 May 2025 – 22:03:18 UTC ( ),10 October 2017 – 17:00:00 UTC ( ),88.75,110047,,0,1,0,1,0,0,0,0,0,0,2025-10-25T19:45:36.345885,https://steamdb.info/app/356190/charts/
Broken Arrow,1604270,Game,Steel Balalaika,Slitherine Ltd.,Windows,Unity Engine,31890036,24 October 2025 – 19:48:27 UTC ( ),19 June 2025 – 16:02:26 UTC ( ),51.6,28693,,1,1,0,0,1,1,0,0,0,0,2025-10-25T19:46:27.428020,https://steamdb.info/app/1604270/charts/
Stronghold Crusader: Definitive Edition,3024040,Game,Firefly Studios,Firefly Studios,Windows,Unity Engine,31887781,24 October 2025 – 17:26:29 UTC ( ),15 July 2025 – 14:43:56 UTC ( ),90.44,7330,,1,1,0,0,1,1,0,0,0,0,2025-10-25T19:47:28.041075,https://steamdb.info/app/3024040/charts/
Mount & Blade: Warband,48700,Game,TaleWorlds Entertainment,TaleWorlds Entertainment,Windows macOS Linux,,29603327,17 June 2025 – 07:59:13 UTC ( ),31 March 2010 – 16:00:00 UTC ( ),97.73,168286,,1,1,0,0,1,1,0,0,0,0,2025-10-25T19:48:18.379180,https://steamdb.info/app/48700/charts/
Counter-Strike: Source,240,Game,Valve,Valve,Windows macOS Linux,Source Engine,30657798,18 August 2025 – 20:17:14 UTC ( ),1 November 2004 – 08:00:00 UTC ( ),96.27,185834,,1,0,1,0,0,1,1,1,0,0,2025-10-25T19:48:50.336647,https://steamdb.info/app/240/charts/
gogh: Focus with Your Avatar,3213850,Game,ambr,ambr,Windows macOS,Unity Engine,31851029,23 October 2025 – 03:19:11 UTC ( ),30 April 2025 – 10:55:51 UTC ( ),91.46,2365,,1,0,0,0,0,0,0,0,0,0,2025-10-25T19:49:20.143415,https://steamdb.info/app/3213850/charts/
Starfield,1716740,Game,Bethesda Game Studios,Bethesda Softworks,Windows,,31885446,24 October 2025 – 15:26:48 UTC ( ),6 September 2023 – 00:00:00 UTC ( ),56.59,168283,,0,1,0,0,0,1,0,0,0,0,2025-10-25T19:49:51.891185,https://steamdb.info/app/1716740/charts/
Supermarket Simulator,2670630,Game,Nokta Games,Nokta Games,Windows macOS,Unity Engine,31688560,15 October 2025 – 16:34:16 UTC ( ),19 June 2025 – 17:43:24 UTC ( ),93.49,73319,7069,1,0,0,0,0,1,0,0,0,0,2025-10-25T21:05:44.834754,https://steamdb.info/app/2670630/charts/
The First Descendant,2074920,Game,"NEXON Games Co., Ltd.",NEXON,Windows,"BlackCipher AntiCheat , EasyAntiCheat AntiCheat , Unreal Engine , EpicOnlineServices SDK",31876946,24 October 2025 – 07:46:25 UTC ( ),30 June 2024 – 07:00:00 UTC ( ),56.81,107066,4590,1,0,0,1,0,1,1,0,0,0,2025-10-25T21:07:31.438833,https://steamdb.info/app/2074920/charts/
Fallout: New Vegas,22380,Game,Obsidian Entertainment,Bethesda Softworks,,,31845176,22 October 2025 – 19:56:48 UTC ( ),19 October 2010 – 16:00:00 UTC ( ),95.98,233687,6924,0,0,0,0,0,0,0,0,1,1,2025-10-25T21:09:05.651647,https://steamdb.info/app/22380/charts/
For Honor,304390,Game,"Ubisoft Montreal , Ubisoft Quebec , Ubisoft Toronto , Blue Byte",Ubisoft,Windows,"EasyAntiCheat AntiCheat , UbisoftAnvil Engine , Ubisoft Launcher , EpicOnlineServices SDK",31882277,24 October 2025 – 12:48:03 UTC ( ),14 March 2024 – 17:00:00 UTC ( ),69.37,153798,4680,1,1,0,1,0,1,0,0,0,0,2025-10-25T21:10:44.249362,https://steamdb.info/app/304390/charts/
Hell Let Loose,686810,Game,Expression Games,Team17,Windows,"EasyAntiCheat AntiCheat , Unreal Engine , EpicOnlineServices SDK",31895734,25 October 2025 – 05:36:36 UTC ( ),27 July 2021 – 16:00:00 UTC ( ),82.01,141407,5172,1,0,0,0,0,1,0,0,0,0,2025-10-25T21:25:31.319443,https://steamdb.info/app/686810/charts/
XCOM 2,268500,Game,"Firaxis Games , Feral Interactive (Mac) , Feral Interactive (Linux)","2K , Feral Interactive (Mac) , Feral Interactive (Linux)",Windows macOS Linux,Unreal Engine,31825149,21 October 2025 – 22:26:39 UTC ( ),5 February 2016 – 05:00:00 UTC ( ),84.3,104452,3776,0,1,0,0,1,0,0,0,0,1,2025-10-25T22:15:39.939529,https://steamdb.info/app/268500/charts/
EA SPORTS FC™ 24,2195250,Game,"EA Canada , EA Romania",Electronic Arts,Windows,"EA_AntiCheat AntiCheat , TheiaAntiTamper AntiCheat , Frostbite Engine , EA_App Launcher",31865459,23 October 2025 – 17:40:26 UTC ( ),29 September 2023 – 04:00:00 UTC ( ),57.88,110592,2711,1,0,0,1,0,0,0,0,0,0,2025-10-25T22:17:42.198107,https://steamdb.info/app/2195250/charts/
Sky: Children of the Light,2325290,Game,thatgamecompany,thatgamecompany,Windows,,31717369,17 October 2025 – 00:45:34 UTC ( ),10 April 2024 – 16:01:32 UTC ( ),87.28,19826,2791,1,0,0,1,0,1,1,0,0,0,2025-10-25T22:19:14.330108,https://steamdb.info/app/2325290/charts/
Subnautica,264710,Game,Unknown Worlds Entertainment,Unknown Worlds Entertainment,Windows macOS,Unity Engine,31603859,10 October 2025 – 20:41:50 UTC ( ),24 January 2018 – 02:50:00 UTC ( ),96.98,328067,2800,0,1,0,0,0,1,0,0,0,0,2025-10-26T07:55:39.776660,https://steamdb.info/app/264710/charts/
TCG Card Shop Simulator,3070070,Game,OPNeon Games,OPNeon Games,Windows,Unity Engine,31854377,23 October 2025 – 08:08:26 UTC ( ),15 September 2024 – 11:23:07 UTC ( ),96.7,43254,3170,0,1,0,0,0,1,0,0,0,0,2025-10-26T07:56:34.329153,https://steamdb.info/app/3070070/charts/
DEVOUR,1274570,Game,Straight Back Games,Straight Back Games,Windows macOS,Unity Engine,31881567,24 October 2025 – 12:05:02 UTC ( ),28 January 2021 – 10:07:13 UTC ( ),90.82,84286,2480,1,1,0,0,0,0,0,0,0,0,2025-10-26T07:58:11.193062,https://steamdb.info/app/1274570/charts/
The Spell Brigade,2904000,Game,Bolt Blaster Games,Bolt Blaster Games,Windows,"Unity Engine , EpicOnlineServices SDK",31900650,25 October 2025 – 16:30:57 UTC ( ),16 September 2024 – 11:49:22 UTC ( ),84.14,10860,3953,1,0,0,0,0,0,0,0,0,0,2025-10-26T07:58:55.424383,https://steamdb.info/app/2904000/charts/
Call of Duty: Black Ops III,311210,Game,"Treyarch , Aspyr (Mac)","Activision , Aspyr (Mac)",Windows macOS,IW_Engine Engine,29296791,31 May 2025 – 03:17:01 UTC ( ),6 November 2015 – 05:00:00 UTC ( ),84.56,220258,3038,1,1,1,0,1,0,0,0,0,0,2025-10-26T08:00:42.579126,https://steamdb.info/app/311210/charts/
Shop Titans,1258080,Game,"Kabam Games, Inc.","Kabam Games, Inc.",Windows,Unity Engine,31871177,23 October 2025 – 23:49:58 UTC ( ),5 May 2020 – 13:13:00 UTC ( ),78.02,17293,3517,1,1,0,1,0,0,1,0,0,0,2025-10-26T08:02:27.353906,https://steamdb.info/app/1258080/charts/
Unnamed Space Idle,2471100,Game,Sylv,Jdog Corp,Windows Linux,Godot Engine,31904112,25 October 2025 – 23:44:28 UTC ( ),27 July 2023 – 23:00:39 UTC ( ),92.73,3453,3518,0,0,0,1,0,0,0,0,0,0,2025-10-26T08:04:21.856792,https://steamdb.info/app/2471100/charts/
Football Manager 2023,1904540,Game,Sports Interactive,SEGA,Windows macOS,EpicOnlineServices SDK,28990836,14 May 2025 – 22:33:04 UTC ( ),8 November 2022 – 18:00:00 UTC ( ),89.81,19757,3077,1,0,0,0,0,0,0,0,0,0,2025-10-26T08:06:10.354475,https://steamdb.info/app/1904540/charts/
Battlefield™ 2042,1517290,Game,DICE,Electronic Arts,Windows,"EA_AntiCheat AntiCheat , TheiaAntiTamper AntiCheat , Frostbite Engine , EA_App Launcher",31865459,23 October 2025 – 17:40:26 UTC ( ),19 November 2021 – 07:55:00 UTC ( ),46.62,320722,3281,1,1,0,1,0,1,0,0,0,0,2025-10-26T08:08:18.701196,https://steamdb.info/app/1517290/charts/
Assetto Corsa Competizione,805550,Game,Kunos Simulazioni,505 Games,Windows,Unreal Engine,31860066,23 October 2025 – 13:26:52 UTC ( ),29 May 2019 – 15:58:00 UTC ( ),92.57,41569,1603,1,0,0,0,0,1,0,0,0,0,2025-10-26T08:08:59.791772,https://steamdb.info/app/805550/charts/
鬼谷八荒 Tale of Immortal,1468810,Game,鬼谷工作室,"鬼谷工作室 , Lightning Games",Windows,Unity Engine,31617511,11 October 2025 – 23:15:52 UTC ( ),26 May 2023 – 11:11:00 UTC ( ),53.91,226814,4798,0,0,0,0,1,1,0,0,0,1,2025-10-26T08:11:00.562369,https://steamdb.info/app/1468810/charts/
Foxhole,505460,Game,Siege Camp,Siege Camp,Windows,Unreal Engine,31885918,24 October 2025 – 15:50:14 UTC ( ),28 September 2022 – 15:05:37 UTC ( ),83.77,46346,2026,1,0,1,0,0,0,0,0,0,0,2025-10-26T08:11:56.463592,https://steamdb.info/app/505460/charts/
Conqueror's Blade,835570,Game,Booming Tech,"Poros Interactive , Booming Tech",Windows,,31894730,25 October 2025 – 03:19:12 UTC ( ),6 April 2020 – 03:54:00 UTC ( ),67.65,36317,4324,1,0,0,1,0,1,0,0,0,0,2025-10-26T08:13:41.242395,https://steamdb.info/app/835570/charts/
SMITE 2,2437170,Game,Titan Forge Games,Hi-Rez Studios,Windows,"EasyAntiCheat AntiCheat , Unreal Engine , EpicOnlineServices SDK",31898880,25 October 2025 – 13:20:47 UTC ( ),27 August 2024 – 10:59:00 UTC ( ),55.92,17388,2191,1,0,0,1,0,1,1,0,0,0,2025-10-26T08:15:49.957140,https://steamdb.info/app/2437170/charts/
STAR WARS™: The Old Republic™,1286830,Game,Broadsword,Electronic Arts,Windows,,31756572,19 October 2025 – 21:52:59 UTC ( ),21 July 2020 – 14:58:00 UTC ( ),89.56,70216,2249,1,1,0,1,0,0,0,0,0,0,2025-10-26T08:17:25.254264,https://steamdb.info/app/1286830/charts/
Blue Archive,3557620,Game,NEXON Games,NEXON Korea,Windows,"BlackCipher AntiCheat , Unity Engine",31855413,23 October 2025 – 09:08:13 UTC ( ),4 July 2025 – 00:50:18 UTC ( ),91.9,15712,3672,0,0,0,1,0,0,0,0,0,0,2025-10-26T08:17:59.600491,https://steamdb.info/app/3557620/charts/
DAVE THE DIVER,1868140,Game,MINTROCKET,MINTROCKET,Windows macOS,"Unity Engine , EpicOnlineServices SDK",31900502,25 October 2025 – 16:17:38 UTC ( ),28 June 2023 – 09:00:26 UTC ( ),96.86,137621,4292,0,1,0,0,0,1,0,0,0,0,2025-10-26T08:19:04.255879,https://steamdb.info/app/1868140/charts/
Planet Zoo,703080,Game,Frontier Developments,Frontier Developments,Windows,Cobra Engine,30412246,4 August 2025 – 18:04:14 UTC ( ),5 November 2019 – 12:02:00 UTC ( ),91.12,90343,2422,0,1,0,0,1,1,0,0,0,0,2025-10-26T08:20:29.861447,https://steamdb.info/app/703080/charts/
Age of Wonders 4,1669000,Game,Triumph Studios,Paradox Interactive,Windows,"Electron Container , Paradox_Launcher Launcher , EpicOnlineServices SDK",31882528,24 October 2025 – 13:01:39 UTC ( ),2 May 2023 – 16:00:00 UTC ( ),81.6,19778,2411,1,0,0,0,1,1,0,0,0,0,2025-10-26T08:21:08.930161,https://steamdb.info/app/1669000/charts/
Fish Idle 2: Underwater Mystery,3037410,Game,Multicast,MulticastGames,Windows,Unity Engine,31150255,17 September 2025 – 03:22:04 UTC ( ),15 November 2024 – 18:41:00 UTC ( ),66.33,1280,18026,0,0,0,0,0,0,0,0,0,0,2025-10-26T08:22:38.725167,https://steamdb.info/app/3037410/charts/
HITMAN World of Assassination,1659040,Game,IO Interactive A/S,IO Interactive A/S,Windows,Glacier Engine,31860693,23 October 2025 – 13:59:48 UTC ( ),20 January 2022 – 17:59:00 UTC ( ),86.22,53196,2772,0,0,0,0,0,1,0,0,0,0,2025-10-26T08:24:50.713893,https://steamdb.info/app/1659040/charts/
Company of Heroes 2,231430,Game,"Relic Entertainment , Feral Interactive (Mac) , Feral Interactive (Linux)","Relic Entertainment , Feral Interactive (Mac) , Feral Interactive (Linux)",Windows macOS Linux,Essence_Engine Engine,31148195,17 September 2025 – 00:21:19 UTC ( ),25 June 2013 – 17:00:00 UTC ( ),79.04,111066,2727,1,1,0,0,1,0,0,0,0,0,2025-10-26T08:26:09.117975,https://steamdb.info/app/231430/charts/
Play Together,3198850,Game,"HAEGIN Co.,Ltd.","HAEGIN Co.,Ltd.",Windows macOS,Unity Engine,31876932,24 October 2025 – 07:45:29 UTC ( ),14 January 2025 – 01:59:00 UTC ( ),71.81,1050,3606,1,0,0,1,0,0,1,0,0,0,2025-10-26T08:26:53.362927,https://steamdb.info/app/3198850/charts/
WUCHANG: Fallen Feathers,2277560,Game,Leenzee,505 Games,Windows,"Unreal Engine , EpicOnlineServices SDK",31876568,24 October 2025 – 07:21:25 UTC ( ),24 July 2025 – 01:46:23 UTC ( ),51.39,95774,2811,0,0,0,1,0,1,0,0,0,0,2025-10-26T08:27:42.136665,https://steamdb.info/app/2277560/charts/
Coral Island,1158160,Game,Stairway Games,Humble Games,Windows,"Unreal Engine , EpicOnlineServices SDK",31904362,26 October 2025 – 00:27:19 UTC ( ),14 November 2023 – 15:09:04 UTC ( ),88.15,23791,2642,1,0,0,0,0,0,1,0,0,0,2025-10-26T08:29:15.819127,https://steamdb.info/app/1158160/charts/
Plants vs. Zombies: Game of the Year,3590,Game,"PopCap Games, Inc.","PopCap Games, Inc. , Electronic Arts",macOS Windows,,29915580,6 July 2025 – 03:43:59 UTC ( ),5 May 2009 – 07:00:00 UTC ( ),97.64,145032,3876,0,0,0,0,0,0,0,0,1,1,2025-10-26T08:31:17.583094,https://steamdb.info/app/3590/charts/
X4: Foundations,392160,Game,Egosoft,Egosoft,Windows Linux,,31707546,16 October 2025 – 14:32:57 UTC ( ),30 November 2018 – 14:11:46 UTC ( ),79.6,25479,2882,0,1,0,0,1,1,0,0,0,0,2025-10-26T08:32:13.327616,https://steamdb.info/app/392160/charts/
Melvor Idle,1267910,Game,Games by Malcs,Jagex Ltd,Windows macOS Linux,,31473650,3 October 2025 – 23:37:51 UTC ( ),18 November 2021 – 17:34:07 UTC ( ),90.39,15137,3754,0,1,0,0,0,0,0,0,0,0,2025-10-26T08:33:47.903375,https://steamdb.info/app/1267910/charts/
Little Nightmares III,1392860,Game,Supermassive Games,Bandai Namco Entertainment,Windows,Unreal Engine,31894174,25 October 2025 – 02:07:42 UTC ( ),9 October 2025 – 22:20:23 UTC ( ),44.21,12188,1968,1,0,0,0,0,1,0,0,0,0,2025-10-26T08:35:11.180591,https://steamdb.info/app/1392860/charts/
Wandering Sword,1876890,Game,The Swordman Studio,Spiral Up Games,Windows,Unreal Engine,31528459,7 October 2025 – 14:12:42 UTC ( ),15 September 2023 – 02:47:06 UTC ( ),94.83,36816,4986,0,0,0,0,0,0,0,0,0,0,2025-10-26T08:36:31.864793,https://steamdb.info/app/1876890/charts/
Wartales,1527950,Game,Shiro Games,Shiro Games,Windows,"HashLink Engine , Heaps Engine",31839693,22 October 2025 – 14:56:43 UTC ( ),12 April 2023 – 13:41:26 UTC ( ),88.72,31479,2811,1,0,0,0,0,1,0,0,0,0,2025-10-26T08:37:19.757870,https://steamdb.info/app/1527950/charts/
NGU IDLE,1147690,Game,4G,4G,Windows,Unity Engine,28984394,14 May 2025 – 15:46:33 UTC ( ),1 October 2019 – 11:34:00 UTC ( ),95.73,12368,3209,0,0,0,1,0,0,0,0,0,1,2025-10-26T08:38:27.692674,https://steamdb.info/app/1147690/charts/
Timberborn,1062090,Game,Mechanistry,Mechanistry,Windows macOS,Unity Engine,31899980,25 October 2025 – 15:20:14 UTC ( ),15 September 2021 – 15:00:00 UTC ( ),95.68,33726,2718,0,0,0,0,1,1,0,0,0,0,2025-10-26T08:39:55.331345,https://steamdb.info/app/1062090/charts/
Kingdom Two Crowns,701160,Game,"Stumpy🐙Squid , Fury Studios , Coatsink",Raw Fury,Windows macOS Linux,Unity Engine,31896366,25 October 2025 – 07:19:40 UTC ( ),11 December 2018 – 15:12:00 UTC ( ),90.18,35270,3027,1,0,0,0,0,1,0,0,0,0,2025-10-26T08:41:15.656854,https://steamdb.info/app/701160/charts/
Borderlands 2,49520,Game,"Gearbox Software , Aspyr (Mac) , Aspyr (Linux)","2K , Aspyr (Mac) , Aspyr (Linux)",Windows macOS Linux,"Unreal Engine , XNA Engine",31853698,23 October 2025 – 07:24:49 UTC ( ),18 September 2012 – 04:00:00 UTC ( ),88.32,315041,2223,1,1,0,0,0,1,0,0,1,0,2025-10-26T08:42:35.303523,https://steamdb.info/app/49520/charts/
God of War Ragnarök,2322010,Game,"Santa Monica Studio , Jetpack Interactive",PlayStation Publishing LLC,Windows,,31826569,22 October 2025 – 00:18:35 UTC ( ),19 September 2024 – 14:59:00 UTC ( ),87.24,36238,2249,0,0,0,0,0,0,0,0,0,0,2025-10-26T08:43:22.053132,https://steamdb.info/app/2322010/charts/
Noita,881100,Game,Nolla Games,Nolla Games,Windows,,29857227,2 July 2025 – 09:07:49 UTC ( ),15 October 2020 – 17:02:00 UTC ( ),95.21,82465,2744,0,0,0,0,1,0,0,0,0,0,2025-10-26T08:45:02.517069,https://steamdb.info/app/881100/charts/
ShareX,400040,Application,ShareX Team,ShareX Team,Windows,,30671315,19 August 2025 – 13:07:48 UTC ( ),2 October 2015 – 17:11:00 UTC ( ),95.59,7861,2827,0,0,0,0,0,0,0,0,0,0,2025-10-26T08:46:35.594457,https://steamdb.info/app/400040/charts/
Space Station 14 Playtest,1482520,Beta,,,Windows macOS Linux,,31430371,2 October 2025 – 01:32:17 UTC ( ),18 December 2020 – 20:57:23 UTC ( ),,,2390,0,0,0,0,0,0,0,0,0,0,2025-10-26T08:47:19.487627,https://steamdb.info/app/1482520/charts/
Total War: EMPIRE - Definitive Edition,10500,Game,"CREATIVE ASSEMBLY , Feral Interactive (Mac) , Feral Interactive (Linux)","SEGA , Feral Interactive (Mac) , Feral Interactive (Linux)",Windows macOS Linux,Warscape Engine,31756523,19 October 2025 – 21:46:09 UTC ( ),4 March 2009 – 08:00:00 UTC ( ),90.71,36398,2387,1,1,0,0,0,1,0,0,0,0,2025-10-26T08:48:01.730643,https://steamdb.info/app/10500/charts/
