title,app_id,app_type,developer,publisher,platforms,technologies,last_changenumber,last_record_update,release_date,positive_reviews_per,total_reviews,player_count_now,multiplayer,steam_trading_cards,valve_anti_cheat,in_app_purchases,steam_workshop,cloud_gaming,cross_platform_multiplayer,stats,remote_play_on_phone,remote_play_on_tablet,sys_date,href
World War Z,699130,Game,Saber Interactive Inc,Saber Interactive Inc,Windows,EpicOnlineServices SDK,31876560,24 October 2025 – 07:20:41 UTC ( ),21 September 2021 – 12:32:00 UTC ( ),83.14,27542,,1,0,0,0,0,1,0,0,0,0,2025-10-26T13:44:13.375333,https://steamdb.info/app/699130/charts/
inZOI,2456740,Game,inZOI Studio,"KRAFTON, Inc.",Windows macOS,Unreal Engine,31899967,25 October 2025 – 15:19:19 UTC ( ),27 March 2025 – 23:59:59 UTC ( ),75.9,25703,,0,0,0,0,0,1,0,0,0,0,2025-10-26T13:45:29.018738,https://steamdb.info/app/2456740/charts/
Mechabellum,669330,Game,Game River,Dreamhaven,Windows,Unity Engine,31906436,26 October 2025 – 07:19:25 UTC ( ),26 September 2024 – 15:02:00 UTC ( ),84.41,17226,,1,0,0,0,0,1,0,0,0,0,2025-10-26T13:47:03.412344,https://steamdb.info/app/669330/charts/
Nioh 2 – The Complete Edition,1325200,Game,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",Windows,"Katana Engine , EpicOnlineServices SDK",31906431,26 October 2025 – 07:19:13 UTC ( ),5 February 2021 – 08:01:47 UTC ( ),87.67,47512,,1,1,0,0,0,0,0,1,0,0,2025-10-26T13:48:05.144895,https://steamdb.info/app/1325200/charts/
Monster Train 2,2742830,Game,Shiny Shoe,Big Fan Games,Windows,Unity Engine,31895584,25 October 2025 – 05:12:53 UTC ( ),21 May 2025 – 13:36:13 UTC ( ),95.71,7063,,0,1,0,0,0,1,0,0,0,0,2025-10-26T13:49:28.094481,https://steamdb.info/app/2742830/charts/
Scrap Mechanic,387990,Game,Axolot Games,Axolot Games,Windows,,31328716,26 September 2025 – 13:03:31 UTC ( ),20 January 2016 – 07:58:00 UTC ( ),92.1,115069,,1,0,0,0,1,1,0,0,0,0,2025-10-26T13:51:15.727305,https://steamdb.info/app/387990/charts/
Spirit City: Lofi Sessions,2113850,Game,Mooncube Games,Mooncube Games,Windows macOS,"Unreal Engine , EpicOnlineServices SDK",31404769,30 September 2025 – 21:04:01 UTC ( ),8 April 2024 – 10:57:04 UTC ( ),97.66,14036,,0,1,0,0,0,1,0,1,0,0,2025-10-26T13:53:04.503438,https://steamdb.info/app/2113850/charts/
Resident Evil 2,883710,Game,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",Windows,RE_Engine Engine,29862342,2 July 2025 – 14:44:39 UTC ( ),25 January 2019 – 05:01:00 UTC ( ),96.99,181702,,0,1,0,0,0,1,0,0,0,1,2025-10-26T13:54:38.066647,https://steamdb.info/app/883710/charts/
Farmer Against Potatoes Idle,1535560,Game,Oni Gaming,Oni Gaming,Windows,Unity Engine,31605860,10 October 2025 – 23:15:14 UTC ( ),5 September 2024 – 11:29:09 UTC ( ),95.15,7533,,0,0,0,1,0,0,0,0,0,0,2025-10-26T13:55:15.570019,https://steamdb.info/app/1535560/charts/
Two Point Museum,2185060,Game,Two Point Studios,SEGA,Windows macOS Linux,Unity Engine,31903985,25 October 2025 – 23:24:39 UTC ( ),4 March 2025 – 16:58:04 UTC ( ),94.81,8343,,0,1,0,0,1,1,0,0,0,0,2025-10-26T13:57:28.235231,https://steamdb.info/app/2185060/charts/
WWE 2K25,2878960,Game,Visual Concepts,2K,Windows,,31867628,23 October 2025 – 19:45:03 UTC ( ),13 March 2025 – 23:00:00 UTC ( ),64.67,4480,,1,0,0,1,0,0,0,0,0,0,2025-10-26T13:58:23.038111,https://steamdb.info/app/2878960/charts/
FreshWomen - Season 2,3478650,Game,Pantsu Interactive,OppaiMan Studios,Windows macOS Linux,"PyGame Engine , RenPy Engine",31904657,26 October 2025 – 01:27:10 UTC ( ),23 October 2025 – 11:01:51 UTC ( ),73.1,461,,0,0,0,0,0,0,0,0,0,0,2025-10-26T14:02:18.791513,https://steamdb.info/app/3478650/charts/
OVR Toolkit,1068820,Application,Curtis English,VoxelLoop Software Limited,Windows,Unity Engine,31514079,6 October 2025 – 21:04:02 UTC ( ),28 June 2019 – 23:00:42 UTC ( ),86.9,3205,,0,0,0,0,1,0,0,0,0,0,2025-10-26T14:04:31.548941,https://steamdb.info/app/1068820/charts/
Once Upon A KATAMARI,1880620,Game,RENGAME,Bandai Namco Entertainment Inc.,Windows,Unity Engine,31908152,26 October 2025 – 11:19:11 UTC ( ),23 October 2025 – 22:00:32 UTC ( ),95.59,431,,1,0,0,0,0,0,0,0,0,0,2025-10-26T14:06:36.314059,https://steamdb.info/app/1880620/charts/
Bouncemasters 2: Pengu Throw Demo,4091980,Demo,"Playgendary , Joybits Ltd.","Joybits Ltd. , Azur Games",Windows,Unity Engine,31815398,21 October 2025 – 12:42:35 UTC ( ),13 October 2025 – 14:00:14 UTC ( ),95.89,73,,0,0,0,0,0,0,0,0,0,0,2025-10-26T14:08:25.068855,https://steamdb.info/app/4091980/charts/
Shakes and Fidget,438040,Game,Playa Games GmbH,Playa Games GmbH,Windows macOS,Unity Engine,31856921,23 October 2025 – 10:36:08 UTC ( ),25 February 2016 – 03:16:10 UTC ( ),92.3,36740,,1,1,0,1,0,0,1,0,0,0,2025-10-26T14:11:09.733934,https://steamdb.info/app/438040/charts/
Sora no Kiseki the 1st,3447040,Game,Nihon Falcom,Clouded Leopard Entertainment,Windows,,31740426,18 October 2025 – 05:52:57 UTC ( ),19 September 2025 – 07:00:26 UTC ( ),98.13,5568,,0,0,0,0,0,0,0,0,0,0,2025-10-26T14:13:55.158815,https://steamdb.info/app/3447040/charts/
BATTLETECH,637090,Game,Harebrained Schemes,Paradox Interactive,Windows macOS Linux,Unity Engine,31664751,14 October 2025 – 14:58:18 UTC ( ),24 April 2018 – 15:59:00 UTC ( ),83.87,32088,,1,1,0,0,0,1,1,0,0,0,2025-10-26T14:31:07.549025,https://steamdb.info/app/637090/charts/
Batman: Arkham City GOTY,200260,Game,Rocksteady Studios,WB Games,Windows macOS,Unreal Engine,28970052,13 May 2025 – 23:27:40 UTC ( ),7 September 2012 – 18:08:00 UTC ( ),96.15,71833,1729,0,1,0,0,0,1,0,0,0,0,2025-10-26T16:24:49.216628,https://steamdb.info/app/200260/charts/
Middle-earth™: Shadow of Mordor™,241930,Game,Monolith Productions,"Warner Bros. Interactive Entertainment , Warner Bros. Games",Windows macOS Linux,LithTech Engine,31045025,10 September 2025 – 21:05:27 UTC ( ),30 September 2014 – 17:00:00 UTC ( ),92.46,92461,1729,0,1,0,0,0,0,0,0,0,0,2025-10-26T16:25:46.258237,https://steamdb.info/app/241930/charts/
Idle Hero TD,2897580,Game,Swell Games LLC,Swell Games LLC,Windows macOS,Unity Engine,31884616,24 October 2025 – 14:47:17 UTC ( ),3 May 2024 – 12:19:48 UTC ( ),83.35,865,1724,0,0,0,1,0,0,0,0,0,0,2025-10-26T16:27:17.326401,https://steamdb.info/app/2897580/charts/
Knight Online,389430,Game,"Noah System , Mgame",NTTGame,Windows,XIGNCODE3 AntiCheat,31849409,23 October 2025 – 01:08:36 UTC ( ),25 January 2016 – 23:59:00 UTC ( ),50.55,10962,1743,1,1,0,1,0,0,0,0,0,0,2025-10-26T16:28:04.308511,https://steamdb.info/app/389430/charts/
GTFO,493520,Game,10 Chambers,10 Chambers,Windows,Unity Engine,31720659,17 October 2025 – 06:03:26 UTC ( ),10 December 2021 – 03:31:19 UTC ( ),84.22,63735,1273,1,1,0,0,0,1,0,0,0,0,2025-10-26T16:30:09.829447,https://steamdb.info/app/493520/charts/
Tainted Grail: The Fall of Avalon,1466060,Game,Questline,Awaken Realms,Windows,Unity Engine,31876983,24 October 2025 – 07:48:55 UTC ( ),23 May 2025 – 15:00:49 UTC ( ),87.6,19671,1952,0,0,0,0,0,1,0,0,0,0,2025-10-26T16:31:49.619990,https://steamdb.info/app/1466060/charts/
Legend of Heroes: Three Kingdoms,3020510,Game,Free Wing,"Free Wing , NPC Entertainment",Windows,Unity Engine,31897985,25 October 2025 – 11:19:43 UTC ( ),26 March 2025 – 03:29:28 UTC ( ),89.17,6685,1441,0,0,0,0,0,0,0,0,0,0,2025-10-26T16:33:07.727219,https://steamdb.info/app/3020510/charts/
Command & Conquer: Red Alert™ 2 and Yuri’s Revenge™,2229850,Game,"Westwood Pacific , Westwood Studios",Electronic Arts,Windows,,31593381,10 October 2025 – 11:15:40 UTC ( ),7 March 2024 – 18:50:00 UTC ( ),93.28,8998,1663,0,0,0,0,0,0,0,0,0,0,2025-10-26T16:35:17.789326,https://steamdb.info/app/2229850/charts/
MudRunner,675010,Game,Saber Interactive,Focus Entertainment,Windows,EpicOnlineServices SDK,31902127,25 October 2025 – 19:19:12 UTC ( ),30 October 2017 – 23:04:00 UTC ( ),91.29,39436,1316,1,1,0,0,1,1,0,0,0,0,2025-10-26T16:37:15.108672,https://steamdb.info/app/675010/charts/
Command & Conquer™ Generals Zero Hour,2732960,Game,EA Pacific,Electronic Arts,Windows,,31910119,26 October 2025 – 15:21:25 UTC ( ),7 March 2024 – 18:48:00 UTC ( ),90.26,4848,1666,0,0,0,0,1,0,0,0,0,0,2025-10-26T16:38:38.304361,https://steamdb.info/app/2732960/charts/
NOBUNAGA'S AMBITION: Awakening,1336980,Game,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",Windows,,31543062,8 October 2025 – 07:28:44 UTC ( ),21 July 2022 – 01:00:00 UTC ( ),74.1,2521,1051,0,1,0,0,0,0,0,0,0,0,2025-10-26T16:40:45.095514,https://steamdb.info/app/1336980/charts/
Fields of Mistria,2142790,Game,NPC Studio,NPC Studio,Windows,GameMaker Engine,31887978,24 October 2025 – 17:38:34 UTC ( ),5 August 2024 – 16:48:26 UTC ( ),97.84,23715,1930,0,0,0,0,0,0,0,0,0,0,2025-10-26T16:42:45.038387,https://steamdb.info/app/2142790/charts/
Far Cry Primal,371660,Game,Ubisoft,Ubisoft,Windows,Ubisoft Launcher,31444281,2 October 2025 – 16:19:09 UTC ( ),1 March 2016 – 08:00:00 UTC ( ),85.97,35580,1571,0,1,0,0,0,1,0,0,0,0,2025-10-26T16:43:35.864939,https://steamdb.info/app/371660/charts/
My Time at Sandrock,1084600,Game,Pathea Games,"Pathea Games , Focus Entertainment , PM Studios, Inc. , DMM Games",Windows,Unity Engine,31104699,14 September 2025 – 17:07:55 UTC ( ),2 November 2023 – 14:00:00 UTC ( ),88.18,27411,1881,1,0,0,0,0,1,0,0,0,0,2025-10-26T16:44:58.603588,https://steamdb.info/app/1084600/charts/
STAR WARS Jedi: Survivor™,1774580,Game,Respawn,Electronic Arts,Windows,"Unreal Engine , EA_App Launcher",31905332,26 October 2025 – 03:19:37 UTC ( ),28 April 2023 – 04:00:00 UTC ( ),69.6,73004,1791,0,0,0,0,0,0,0,0,0,0,2025-10-26T16:45:40.581748,https://steamdb.info/app/1774580/charts/
Battlefield 4™,1238860,Game,DICE,Electronic Arts,Windows,"PunkBuster AntiCheat , Frostbite Engine , EA_App Launcher",31865459,23 October 2025 – 17:40:26 UTC ( ),11 June 2020 – 14:54:00 UTC ( ),84.94,75688,1795,1,1,0,0,0,1,0,0,0,0,2025-10-26T16:47:30.813874,https://steamdb.info/app/1238860/charts/
Predecessor,961200,Game,Omeda Studios,Omeda Studios,Windows,"EasyAntiCheat AntiCheat , Unreal Engine , EpicOnlineServices SDK",31794070,20 October 2025 – 14:02:48 UTC ( ),20 August 2024 – 09:03:54 UTC ( ),72.45,15446,1838,1,0,0,1,0,1,1,0,0,0,2025-10-26T16:48:39.304555,https://steamdb.info/app/961200/charts/
Automobilista 2,1066890,Game,Reiza Studios,Reiza Studios,Windows Linux,,31505150,6 October 2025 – 13:13:14 UTC ( ),30 June 2020 – 23:12:00 UTC ( ),91.43,13049,1616,1,0,0,0,0,0,0,0,0,0,2025-10-26T16:49:59.872136,https://steamdb.info/app/1066890/charts/
Dragon's Dogma 2,2054970,Game,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",Windows,RE_Engine Engine,31906431,26 October 2025 – 07:19:13 UTC ( ),22 March 2024 – 00:00:00 UTC ( ),60.94,109917,1794,0,1,0,0,0,1,0,0,0,0,2025-10-26T16:51:52.072571,https://steamdb.info/app/2054970/charts/
Miscrits: World of Creatures,3628960,Game,Lightning Ball Studios,Lightning Ball Studios,Windows macOS Linux,Godot Engine,31898118,25 October 2025 – 11:37:14 UTC ( ),25 May 2025 – 17:23:10 UTC ( ),90.36,1514,1463,1,0,0,0,0,0,1,0,0,0,2025-10-26T16:52:54.879513,https://steamdb.info/app/3628960/charts/
Clockwork Tales: Of Glass and Ink,284830,Game,Artifex Mundi,Artifex Mundi,Windows macOS Linux,,27924129,11 March 2025 – 23:14:39 UTC ( ),24 April 2014 – 21:23:28 UTC ( ),92.1,1127,4,0,1,0,0,0,0,0,0,0,0,2025-10-26T16:54:00.712787,https://steamdb.info/app/284830/charts/
Realm of the Mad God Exalt,200210,Game,"Wild Shadow Studios , Deca Live Operations GmbH",Deca Live Operations GmbH,Windows macOS,Unity Engine,31593381,10 October 2025 – 11:15:40 UTC ( ),20 February 2012 – 18:00:00 UTC ( ),82.84,47009,1762,1,0,0,1,0,0,0,1,0,0,2025-10-26T16:55:05.619241,https://steamdb.info/app/200210/charts/
Company of Heroes,228200,Game,Relic Entertainment,Relic Entertainment,Windows,Essence_Engine Engine,30621032,16 August 2025 – 00:23:05 UTC ( ),11 September 2006 – 07:00:00 UTC ( ),94.38,17527,1465,1,1,0,0,1,0,0,0,0,0,2025-10-26T16:56:30.303980,https://steamdb.info/app/228200/charts/
ONE PIECE Bounty Rush,2918150,Game,SEGA,Bandai Namco Entertainment Inc.,Windows,"XIGNCODE3 AntiCheat , Unity Engine",31702234,16 October 2025 – 09:27:16 UTC ( ),23 September 2024 – 22:00:37 UTC ( ),67.37,3561,1375,1,0,0,1,0,0,0,0,0,0,2025-10-26T16:58:33.737970,https://steamdb.info/app/2918150/charts/
Far Cry 4,298110,Game,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev",Ubisoft,Windows,Ubisoft Launcher,29994202,10 July 2025 – 17:42:43 UTC ( ),18 November 2014 – 08:00:00 UTC ( ),84.41,64184,1614,1,0,0,0,0,1,0,0,0,0,2025-10-26T17:00:39.173882,https://steamdb.info/app/298110/charts/
Trailmakers,585420,Game,Flashbulb,Flashbulb,Windows,Unity Engine,31903154,25 October 2025 – 21:44:54 UTC ( ),18 September 2019 – 07:08:00 UTC ( ),91.97,30278,1655,1,1,0,0,1,1,0,0,0,0,2025-10-26T17:01:59.301973,https://steamdb.info/app/585420/charts/
SMITE,386360,Game,Titan Forge Games,Hi-Rez Studios,Windows,"EasyAntiCheat AntiCheat , Unreal Engine , EpicOnlineServices SDK",31482533,4 October 2025 – 17:12:41 UTC ( ),8 September 2015 – 10:44:00 UTC ( ),78.76,119870,1703,1,1,0,1,0,1,0,0,0,0,2025-10-26T17:03:37.020181,https://steamdb.info/app/386360/charts/
Hotline Miami 2: Wrong Number,274170,Game,Dennaton Games,Devolver Digital,Windows macOS Linux,,28971154,14 May 2025 – 01:07:39 UTC ( ),10 March 2015 – 16:00:00 UTC ( ),94.1,72702,1368,0,0,0,0,1,1,0,0,0,0,2025-10-26T17:04:22.841154,https://steamdb.info/app/274170/charts/
Sniper Elite 4,312660,Game,Rebellion,Rebellion,,Asura Engine,31862277,23 October 2025 – 15:19:15 UTC ( ),14 February 2017 – 00:00:00 UTC ( ),91.2,60611,1549,1,1,0,0,0,1,0,0,0,0,2025-10-26T17:06:14.238954,https://steamdb.info/app/312660/charts/
STAR WARS™ Empire at War: Gold Pack,32470,Game,Petroglyph,"LucasArts , Lucasfilm , Disney",Windows,,30507347,9 August 2025 – 16:07:14 UTC ( ),26 May 2010 – 00:58:00 UTC ( ),97.66,40691,1724,1,0,0,0,0,0,0,0,0,0,2025-10-26T17:06:53.030844,https://steamdb.info/app/32470/charts/
War Robots,767560,Game,MY.GAMES,MY.GAMES,Windows,Unity Engine,31861091,23 October 2025 – 14:20:06 UTC ( ),4 April 2018 – 09:30:00 UTC ( ),59.85,27859,1732,1,1,0,1,0,1,0,0,0,0,2025-10-26T17:08:16.063300,https://steamdb.info/app/767560/charts/
Empyrion - Galactic Survival,383120,Game,Eleon Game Studios,Eleon Game Studios,Windows,"EasyAntiCheat AntiCheat , Unity Engine , EpicOnlineServices SDK",31864677,23 October 2025 – 17:02:25 UTC ( ),5 August 2020 – 09:56:16 UTC ( ),78.73,33689,1745,1,0,0,0,1,1,0,0,0,0,2025-10-26T17:10:25.583554,https://steamdb.info/app/383120/charts/
Pixel Gun 3D: PC Edition,2524890,Game,Cubic Games Studio,Cubic Games Studio,Windows macOS,Unity Engine,31876147,24 October 2025 – 06:51:31 UTC ( ),2 April 2024 – 15:26:00 UTC ( ),66.99,41296,1582,1,0,0,1,0,0,1,0,0,0,2025-10-26T17:12:22.023484,https://steamdb.info/app/2524890/charts/
Content Warning,2881650,Game,"Wilnyl , Philip , thePetHen , Skog , Zorro",Landfall,Windows,"TheiaAntiTamper AntiCheat , Unity Engine",30386975,2 August 2025 – 16:05:13 UTC ( ),1 April 2024 – 15:58:56 UTC ( ),94.5,150216,1401,1,0,0,0,0,1,0,0,0,0,2025-10-26T17:13:46.311122,https://steamdb.info/app/2881650/charts/
Galaxy Idle Clicker,2962810,Game,Soehnle,TimeLost Gaming,Windows,Electron Container,31713775,16 October 2025 – 20:10:42 UTC ( ),6 August 2025 – 20:08:47 UTC ( ),72.74,928,1612,0,0,0,1,0,0,0,0,0,0,2025-10-26T17:15:07.513154,https://steamdb.info/app/2962810/charts/
Horny Villa,2903690,Game,GreenT,Nutaku Publishing,Windows macOS Linux,Unity Engine,31905330,26 October 2025 – 03:19:12 UTC ( ),7 November 2024 – 12:05:47 UTC ( ),72.25,4374,1491,0,0,0,1,0,0,0,0,0,0,2025-10-26T17:16:02.579382,https://steamdb.info/app/2903690/charts/
Hunter Roulette,3591550,Game,PILI STARSHIP PTE. LTD.,PILI STARSHIP PTE. LTD.,Windows,Unity Engine,31878083,24 October 2025 – 08:57:50 UTC ( ),26 June 2025 – 15:00:47 UTC ( ),86.73,490,1220,1,0,0,1,0,0,0,0,0,0,2025-10-26T17:18:05.252545,https://steamdb.info/app/3591550/charts/
Mafia: Definitive Edition,1030840,Game,Hangar 13,2K,Windows,,31530946,7 October 2025 – 16:02:14 UTC ( ),24 September 2020 – 23:00:00 UTC ( ),86.59,99507,1529,0,1,0,0,0,1,0,0,0,1,2025-10-26T17:19:46.193034,https://steamdb.info/app/1030840/charts/
EA SPORTS™ FIFA 23,1811260,Game,"EA Canada , EA Romania",Electronic Arts,Windows,"EA_AntiCheat AntiCheat , TheiaAntiTamper AntiCheat , Frostbite Engine , EA_App Launcher",31865459,23 October 2025 – 17:40:26 UTC ( ),30 September 2022 – 07:00:00 UTC ( ),57.01,151109,1310,1,0,0,1,0,0,0,0,0,0,2025-10-26T17:21:50.136462,https://steamdb.info/app/1811260/charts/
Pacific Drive,1458140,Game,Ironwood Studios,Kepler Interactive,Windows,Unreal Engine,31900870,25 October 2025 – 16:54:16 UTC ( ),22 February 2024 – 07:59:18 UTC ( ),83.32,22531,1746,0,0,0,0,0,1,0,1,0,0,2025-10-26T17:23:11.188475,https://steamdb.info/app/1458140/charts/
Foundation,690830,Game,Polymorph Games,Polymorph Games,Windows,,31575812,9 October 2025 – 15:33:22 UTC ( ),31 January 2025 – 15:02:49 UTC ( ),85.5,21361,1783,0,0,0,0,0,1,0,0,0,0,2025-10-26T17:24:56.710809,https://steamdb.info/app/690830/charts/
Action Taimanin,1335200,Game,LiLith,Infini-Brain inc.,Windows,Unity Engine,31876754,24 October 2025 – 07:33:26 UTC ( ),6 October 2020 – 05:00:00 UTC ( ),83.09,18899,1262,1,0,0,1,0,0,0,0,1,1,2025-10-26T17:25:32.877623,https://steamdb.info/app/1335200/charts/
Sniper Elite: Resistance,2169200,Game,Rebellion,Rebellion,Windows,"Asura Engine , EpicOnlineServices SDK",31560281,8 October 2025 – 23:15:41 UTC ( ),30 January 2025 – 14:09:22 UTC ( ),73.6,4242,1677,1,1,0,0,0,1,0,0,0,0,2025-10-26T17:26:28.479205,https://steamdb.info/app/2169200/charts/
Muck,1625450,Game,Dani,Dani,Windows macOS Linux,Unity Engine,31266366,23 September 2025 – 15:40:09 UTC ( ),5 June 2021 – 12:55:53 UTC ( ),93.5,178636,1485,1,0,0,0,0,0,0,0,0,0,2025-10-26T17:27:13.510915,https://steamdb.info/app/1625450/charts/
Buckshot Roulette,2835570,Game,Mike Klubnika,CRITICAL REFLEX,Windows Linux,,30454694,6 August 2025 – 19:25:22 UTC ( ),4 April 2024 – 17:00:10 UTC ( ),95.63,105055,1246,1,1,0,0,0,0,0,0,0,0,2025-10-26T17:29:23.165887,https://steamdb.info/app/2835570/charts/
Asphalt Legends,1815780,Game,Gameloft,Gameloft,Windows,,31873419,24 October 2025 – 02:54:51 UTC ( ),2 August 2022 – 09:13:00 UTC ( ),81.67,15321,1400,1,0,0,1,0,1,0,0,0,0,2025-10-26T17:30:32.655407,https://steamdb.info/app/1815780/charts/
FIFA 22,1506830,Game,EA Canada & EA Romania,Electronic Arts,Windows,"Frostbite Engine , EA_App Launcher",31865459,23 October 2025 – 17:40:26 UTC ( ),1 October 2021 – 07:00:00 UTC ( ),80.5,120631,1341,1,0,0,1,0,0,0,0,0,0,2025-10-26T17:32:17.410467,https://steamdb.info/app/1506830/charts/
One-armed robber,2551020,Game,Duhndal,Duhndal,Windows,Unreal Engine,31724202,17 October 2025 – 09:53:16 UTC ( ),15 December 2023 – 15:00:00 UTC ( ),91.35,42743,1674,1,0,0,1,0,0,0,1,0,0,2025-10-26T17:33:35.870372,https://steamdb.info/app/2551020/charts/
Combat Master,2281730,Game,Alfa Bravo Inc,Alfa Bravo Inc,Windows macOS Linux,Unity Engine,31910105,26 October 2025 – 15:19:47 UTC ( ),21 April 2023 – 13:02:56 UTC ( ),88.17,48384,1688,1,0,0,1,0,0,1,0,0,0,2025-10-26T17:35:30.077438,https://steamdb.info/app/2281730/charts/
Crime Simulator,2737070,Game,CookieDev,"Ultimate Games S.A. , PlayWay S.A.",Windows,Unity Engine,31899973,25 October 2025 – 15:19:55 UTC ( ),17 June 2025 – 14:43:37 UTC ( ),81.11,2509,1441,1,1,0,0,0,1,0,0,0,0,2025-10-26T17:36:53.837979,https://steamdb.info/app/2737070/charts/
F1® Manager 2024,2591280,Game,Frontier Developments,Frontier Developments,Windows,Unreal Engine,30509056,9 August 2025 – 19:34:38 UTC ( ),23 July 2024 – 14:00:08 UTC ( ),80.89,5441,1422,0,1,0,0,0,1,0,0,0,0,2025-10-26T17:38:25.020525,https://steamdb.info/app/2591280/charts/
The First Berserker: Khazan,2680010,Game,Neople,NEXON,Windows,Unreal Engine,31902131,25 October 2025 – 19:19:45 UTC ( ),27 March 2025 – 15:00:00 UTC ( ),83.07,25579,1244,0,0,0,0,0,1,0,0,0,0,2025-10-26T17:39:28.379546,https://steamdb.info/app/2680010/charts/
Ravenswatch,2071280,Game,Passtech Games,Nacon,Windows,EpicOnlineServices SDK,31902722,25 October 2025 – 20:48:15 UTC ( ),26 September 2024 – 16:00:00 UTC ( ),80.19,18398,1878,1,0,0,0,0,1,0,0,0,0,2025-10-26T17:41:26.697793,https://steamdb.info/app/2071280/charts/
The Sims™ 3,47890,Game,"The Sims Studio , Maxis",Electronic Arts,,,28969816,13 May 2025 – 23:07:44 UTC ( ),2 June 2009 – 07:00:00 UTC ( ),86.56,33432,1701,0,0,0,0,0,0,0,0,0,0,2025-10-26T17:42:11.040560,https://steamdb.info/app/47890/charts/
PlateUp!,1599600,Game,It's happening,"Yogscast Games , Gamersky Games",Windows,Unity Engine,31887201,24 October 2025 – 16:58:59 UTC ( ),4 August 2022 – 14:01:29 UTC ( ),94.83,24455,1411,1,0,0,0,1,1,0,0,0,0,2025-10-26T17:43:30.690564,https://steamdb.info/app/1599600/charts/
Total War: ROME REMASTERED,885970,Game,"Creative Assembly , Feral Interactive",SEGA,Windows macOS Linux,,31595748,10 October 2025 – 13:18:30 UTC ( ),29 April 2021 – 14:00:00 UTC ( ),76.39,12531,1626,1,0,0,0,1,1,1,0,0,0,2025-10-26T17:45:20.145764,https://steamdb.info/app/885970/charts/
Godot Engine,404790,Application,Godot Engine,Godot Engine,Windows macOS Linux,,31858074,23 October 2025 – 11:43:34 UTC ( ),24 February 2016 – 03:27:45 UTC ( ),87.18,8727,1524,0,0,0,0,0,0,0,0,0,0,2025-10-26T17:46:50.073616,https://steamdb.info/app/404790/charts/
Old School RuneScape,1343370,Game,Jagex Ltd,Jagex Ltd,Windows macOS,,31845364,22 October 2025 – 20:09:13 UTC ( ),24 February 2021 – 15:54:00 UTC ( ),82.7,19144,1661,1,1,0,1,0,1,1,0,0,0,2025-10-26T17:47:53.633182,https://steamdb.info/app/1343370/charts/
Farlight 84,1928420,Game,Farlight Games,Farlight Games,Windows,Unreal Engine,31850168,23 October 2025 – 02:08:32 UTC ( ),21 September 2023 – 10:32:00 UTC ( ),76.73,53785,1417,1,0,0,1,0,1,1,0,0,0,2025-10-26T17:49:20.903092,https://steamdb.info/app/1928420/charts/
Dragonheir: Silent Gods,2203070,Game,SGRA Studio,Proxima Beta Pte. Limited,Windows,"Unity Engine , EpicOnlineServices SDK",31276223,24 September 2025 – 03:16:34 UTC ( ),27 October 2023 – 02:07:00 UTC ( ),60.37,3174,,1,0,0,1,0,0,1,0,0,0,2025-10-26T17:50:27.749886,https://steamdb.info/app/2203070/charts/
DiRT Rally 2.0,690790,Game,Codemasters,"Codemasters , Electronic Arts",Windows,,31492397,5 October 2025 – 17:12:40 UTC ( ),26 February 2019 – 00:02:00 UTC ( ),88.52,45844,,1,0,1,0,0,0,0,0,0,0,2025-10-26T17:51:33.336528,https://steamdb.info/app/690790/charts/
Batman: Arkham Asylum GOTY Edition,35140,Game,Rocksteady Studios,WB Games,Windows macOS,Unreal Engine,31853599,23 October 2025 – 07:19:07 UTC ( ),26 March 2010 – 21:00:00 UTC ( ),96.34,78226,,0,1,0,0,0,1,0,0,0,0,2025-10-26T17:53:17.158655,https://steamdb.info/app/35140/charts/
The Lord of the Rings Online™,212500,Game,Standing Stone Games,Daybreak Game Company LLC,Windows,,31816759,21 October 2025 – 13:53:02 UTC ( ),6 June 2012 – 14:00:00 UTC ( ),81.09,21663,,1,0,0,1,0,0,0,0,0,0,2025-10-26T17:55:00.433409,https://steamdb.info/app/212500/charts/
Soccer Manager 2026,3217240,Game,Invincibles Studio Ltd,Invincibles Studio Ltd,Windows,Unity Engine,31860154,23 October 2025 – 13:32:22 UTC ( ),23 October 2024 – 08:08:03 UTC ( ),74.35,2320,,0,0,0,1,0,0,0,0,0,0,2025-10-26T17:56:30.326830,https://steamdb.info/app/3217240/charts/
Lessaria,2461280,Game,Rockbee Team,Polden Publishing,Windows,Unity Engine,31909734,26 October 2025 – 14:42:07 UTC ( ),20 October 2025 – 15:53:09 UTC ( ),79.38,1101,,0,0,0,0,0,0,0,0,0,0,2025-10-26T17:58:25.693113,https://steamdb.info/app/2461280/charts/
太吾绘卷 The Scroll Of Taiwu,838350,Game,ConchShip Games,ConchShip Games,Windows,Unity Engine,31742976,18 October 2025 – 11:47:22 UTC ( ),20 September 2018 – 16:01:00 UTC ( ),70.04,61376,,0,0,0,0,1,1,0,0,0,1,2025-10-26T18:00:03.381432,https://steamdb.info/app/838350/charts/
